Scenario,Region,Variable,Unit,2000.5,2001.5,2002.5,2003.5,2004.5,2005.5,2006.5,2007.5,2008.5,2009.5,2010.5,2011.5,2012.5,2013.5,2014.5,2015.5,2016.5,2017.5,2018.5,2019.5,2020.5,2021.5,2022.5,2023.5,2024.5,2025.5,2026.5,2027.5,2028.5,2029.5,2030.5,2031.5,2032.5,2033.5,2034.5,2035.5,2036.5,2037.5,2038.5,2039.5,2040.5,2041.5,2042.5,2043.5,2044.5,2045.5,2046.5,2047.5,2048.5,2049.5,2050.5,2051.5,2052.5,2053.5,2054.5,2055.5,2056.5,2057.5,2058.5,2059.5,2060.5,2061.5,2062.5,2063.5,2064.5,2065.5,2066.5,2067.5,2068.5,2069.5,2070.5,2071.5,2072.5,2073.5,2074.5,2075.5,2076.5,2077.5,2078.5,2079.5,2080.5,2081.5,2082.5,2083.5,2084.5,2085.5,2086.5,2087.5,2088.5,2089.5,2090.5,2091.5,2092.5,2093.5,2094.5,2095.5,2096.5,2097.5,2098.5,2099.5,2100.5
custom,World,CO2,Gt CO2/yr,41.28,42.11,42.87,43.62,44.49,45.52,46.62,47.88,49.06,49.91,50.47,51.35,52.28,53.17,54.02,54.86,55.66,56.4,57.21,57.94,58.18,57.91,58.41,58.97,59.49,59.97,60.42,60.85,61.25,61.62,61.98,62.32,62.63,62.93,63.21,63.48,63.74,63.99,64.24,64.48,64.73,64.97,65.21,65.44,65.68,65.91,66.14,66.37,66.6,66.82,67.05,67.28,67.51,67.74,67.96,68.19,68.41,68.62,68.84,69.04,69.24,69.44,69.63,69.82,70,70.18,70.35,70.51,70.67,70.83,70.97,71.11,71.25,71.38,71.5,71.61,71.71,71.81,71.89,71.96,72.03,72.08,72.13,72.17,72.2,72.23,72.26,72.27,72.29,72.29,72.29,72.29,72.28,72.27,72.26,72.25,72.23,72.21,72.19,72.17,72.15
